Designator,Mid X,Mid Y,Rotation,Layer
SSD1,116.615,-62.115,0.0,top
SW1,80.9625,-78.8725,0.0,top
SW10,146.92,-78.91,0.0,top
SW11,146.92,-97.91,0.0,top
SW12,146.92,-116.91,0.0,top
SW14,146.75,-62.0,0.0,top
SW2,100.0125,-78.8725,0.0,top
SW3,119.0625,-78.8725,0.0,top
SW4,80.9625,-97.9225,0.0,top
SW5,100.0125,-97.9225,0.0,top
SW6,119.0625,-97.9225,0.0,top
SW7,80.9625,-116.9725,0.0,top
SW8,100.0125,-116.9725,0.0,top
SW9,119.0625,-116.9725,0.0,top
U1,128.38,-63.0,0.0,bottom
